"text","structure","emojis","emotion"
"fab tt.token #flutist jamie thompson performing closing reception tt.token tt.token the rivoli accompanied violinist","NNP HT NN NNP NNP VBG VBG NN HT HT DT NNP VBD NN","","3.5"
"usr and susan prophet hangin together at tt.token tt.token","USR CC NNP NNP VBG RB IN HT HT","","2.0"
"door to the rest of our lives ? smiley rt usr via usr tt.token tt.token","NN TO DT NN IN PRP$ NNS . EMO RT USR IN USR HT HT",":)","5.0"
"usr 12yr old tt.token lives in antigonish . come meet her while you're here . tt.token tt.token","USR CD JJ HT NNS IN NNP . VB VB PRP IN PRP RB . HT HT","","3.5"
"pretty fucking proud of our company right now . tt.token tt.token thanks @unbounce'rs and extendee family ! ! !","RB RB JJ IN PRP$ NN RB RB . HT HT UH NNP CC JJ NN . . .","","5.0"
"abstract piece i did in `` 01 is for sale on everything but the house ! tt.token tt.token url","NNP NN PRP VBD IN `` CD VBZ IN NN IN NN CC DT NN . HT HT URL","","3.5"
"i find it only fitting that my 7,777 th tweet should be a picture of the man himself tt.token","PRP VBP PRP RB JJ IN PRP$ CD DT NN MD VB DT NN IN DT NN PRP HT","","3.5"
"tonight tt.token usr 114 w . chippewa st. tt.token 7pm-10pm drink martinis get a free massage","NN HT USR CD NNP . NNP NNP HT CD NN NNS VBP DT JJ NN","","3.5"
"my son's art smiley 10 years old tt.token tt.token tt.token tt.token","PRP$ NNS NN EMO CD NNS JJ HT HT HT HT",":)","0.0"
"we had a surprise visit by tt.token author eric zweig ! retweet to win a signed copy of the book ! tt.token","PRP VBD DT NN NN IN HT NN NNP NNP . VB TO VB DT NN NN IN DT NN . HT","","5.0"
"ride with the tt.token . next ! tt.token tt.token","VB IN DT HT . JJ . HT HT","","5.0"
"tt.token why financial literacy matters .","HT WRB JJ NN VBZ .","","3.5"
"summer carnivale comes to life usr tt.token","NNP NNP VBZ TO NN USR HT","","3.5"
"imitation = flattery tt.token tt.token tt.token","NN UH NNP HT HT HT","","2.0"
"still needs details ? ? tt.token","RB VBZ NNS . . HT","","0.0"
"beachin `` tt.token","VBG `` HT","","2.0"
"we're well underway on this tt.token tt.token tt.token in for intensive correction along w/ tt.token . tt.token","UH UH RB IN DT HT HT HT IN IN JJ NN IN IN HT . HT","","3.5"
"what am i even doing ? tt.token tt.token tt.token tt.token tt.token","WP VBP PRP RB VBG . HT HT HT HT HT","","2.0"
"spotted for sale locally , in an actual shop that sells actual thing . tt.token","VBD IN NN RB , IN DT JJ NN WDT VBZ JJ NN . HT","","-1.5"
"it's the most wonderful time of the week ! hurry down and join us for half price wine ! ! see you soon ? ? ? ? tt.token","PRP DT JJS JJ NN IN DT NN . NN RP CC VB PRP IN JJ NN NN . . VB PRP RB . . . . HT","","5.0"
"party last night ? ? tt.token tt.token tt.token","NN JJ NN . . HT HT HT","","3.5"
"usr usr they're made with yogurt and truvia sweetener ! tt.token","USR USR PRP VBD IN NNP CC NNP NNP . HT","","5.0"
"i lost myself somewhere in the darkness but was found again in the haunting #moonlight . tt.token tt.token tt.token tt.token","PRP VBD PRP RB IN DT NN CC VBD VBN RB IN DT NN NN . HT HT HT HT","","5.0"
"usr his voice ! (& his beard ! ) love him most as the professor in the bishop's wife tt.token tt.token","USR PRP$ NN . CC PRP$ NN . -RRB- VBP PRP JJS IN DT NN IN DT NNP NN HT HT","","3.5"
"5sos please notice us we are always left out tt.token tt.token usr 156 url","NNP UH VB PRP PRP VBP RB VBD RP HT HT USR CD URL","","2.0"
"tt.token tt.token purple luscious usr","HT HT JJ JJ USR","","5.0"
"usr banner made by me tt.token","USR NN VBD IN PRP HT","","2.0"
"a special custom made piece for someone i love ? ? tt.token tt.token tt.token tt.token embedded in #quartz ? ?","DT JJ NN VBD NN IN NN PRP VBP . . HT HT HT HT JJ IN NN . .","","5.0"
"yess , time for the q&a . we love when the whole room shares their thoughts ! tt.token tt.token tt.token","UH , NN IN DT NN . PRP VBP WRB DT JJ NN VBZ PRP$ NNS . HT HT HT","","3.5"
"steve cutts makes thought provoking artworks that shed light of truth on `` modern living `` tt.token url","NNP NNP VBZ VBD VBG NNS IN NN NN IN NN IN `` NN NN `` HT URL","","2.0"
"new dodge , ford , chevy , gmc beds in stock call with your needs today 1-800-529-5865 tt.token tt.token tt.token","JJ NN , NNP , NNP , NNP NNS IN NN NN IN PRP$ VBZ NN CD HT HT HT","","2.0"
"usr tt.token tt.token nice job tt.token","USR HT HT JJ NN HT","","3.5"
"kyle island , kennebec 2015 oil 18 x 24 usr usr usr usr usr tt.token tt.token","NNP NNP , NNP CD NN CD EMO CD USR USR USR USR USR HT HT","x","2.0"
"finding old drawings from high school tt.token tt.token","VBG JJ NNS IN JJ NN HT HT","","5.0"
"usr going places ? there's more than one way are you ready for tt.token","USR VBG NNS . RB RBR IN CD NN VBP PRP JJ IN HT","","3.5"
". usr meet grocera ! can't wait to get started ! tt.token tt.token tt.token tt.token",". USR VB NNP . MD VB TO VB VBN . HT HT HT HT","","5.0"
"thank you usr for this beautiful drawing of me ! ? ? ? tt.token tt.token","VB PRP USR IN DT JJ VBG IN PRP . . . . HT HT","","5.0"
"`` usr : stairway at 48 rue de lille , paris 1906 by edward hopper tt.token tt.token url","`` USR : NN IN CD NN IN NNP , NNP CD IN NNP NNP HT HT URL","","2.0"
"sorry , tt.token gang : i was feeling the end of summer today and felt compelled to hang with some old friends .","UH , HT NN : PRP VBD VBG DT NN IN NN NN CC VBD VBN TO VB IN DT JJ NNS .","","3.5"
"a few con finds today tt.token glasses and tt.token ! usr usr tt.token","DT JJ NN VBZ NN HT NNS CC HT . USR USR HT","","3.5"
"amazing tt.token opening usr usr tt.token usr usr url","JJ HT VBG USR USR HT USR USR URL","","3.5"
"usr thank you for supporting art ! my art in the store ! tt.token tt.token tt.token tt.token","USR VB PRP IN VBG NN . PRP$ NN IN DT NN . HT HT HT HT","","5.0"
"lobster bisque with a salt cod croquette usr delicious , can't wait to try this dish for dinner ! tt.token","NNP NNP IN DT NN NN NN USR JJ , MD VB TO VB DT NN IN NN . HT","","3.5"
"mission accomplished . tt.token 5pecialist challenge . url","NN VBN . HT CD NN . URL","","3.5"
"tt.token premier show was one word : awesomeness ! usr did not want it 2 end ! zombies rule !","HT NNP NN VBD CD NN : NNP . USR VBD RB VB PRP CD NN . NNS NN .","","3.5"
"cast-iron pipe bar cart tt.token tt.token tt.token tt.token tt.token tt.token tt.token tt.token tt.token","NNP NNP NNP NNP HT HT HT HT HT HT HT HT HT","","3.5"
"coach spaulding addresses our young guys at the top of holt's ledge ! tt.token tt.token","NN NNP NNS PRP$ JJ NNS IN DT NN IN NNP NNP . HT HT","","3.5"
"i absolutely love this . tt.token","PRP RB VBP DT . HT","","5.0"
"attune . digital photography ( 18 ? x 12 ? ) tt.token tt.token tt.token tt.token tt.token tt.token","NN . NNP NNP -LRB- CD . EMO CD . -RRB- HT HT HT HT HT HT","x","3.5"
"finished another pattern last night .. smiley tt.token #floral tt.token tt.token tt.token","VBD DT NN JJ NN : EMO HT JJ HT HT HT",":)","5.0"
"beautiful hand dyed clothing at the birchcliff / cliffcrest market , birchmount & kingston rd . until 7 pm . tt.token","JJ NN VBD NN IN DT NNP CC NNP NN , NNP CC NNP NNP . IN CD NN . HT","","3.5"
"protomartyr release `` dope cloud `` from new lp the agent intellect tt.token url","NNP NN `` NNP NNP `` IN JJ NN DT NNP NNP HT URL","","2.0"
"day 40 of 90 paintings in 90 days of stratford usr tt.token tt.token tt.token","NN CD IN CD NNS IN CD NNS IN NNP USR HT HT HT","","3.5"
"gregg allan mc givern , featured artist in art battle 308 ! tuesday , september 22nd 8:00 pm @ the great hall tt.token","NNP NNP NNP NNP , VBD NN IN NNP NNP CD . NNP , NNP CD CD NNP IN DT JJ NN HT","","3.5"
"canvas framed neon props tt.token tt.token tt.token tt.token tt.token tt.token","NNS VBD NN NNS HT HT HT HT HT HT","","2.0"
"tree progress tt.token tt.token tt.token","NNP NN HT HT HT","","3.5"
"tt.token gala at usr ... right now . tt.token tt.token tt.token tt.token","HT NNP IN USR : RB RB . HT HT HT HT","","3.5"
"see you later , toronto . tt.token","VB PRP RB , NNP . HT","","2.0"
"fear the walking dead tt.token tt.token usr excited . who's with me ? tt.token","NN DT NN JJ HT HT USR JJ . WP IN PRP . HT","","0.0"
"mt usr : our last hope for america - ted cruz 2016 . tt.token tt.token tt.token tt.token tt.token","NNP USR : PRP$ JJ VBP IN NNP : NNP NNP CD . HT HT HT HT HT","","3.5"
"usr i just realized these things are freakin `` magnetic ! one piece to go . tt.token","USR PRP RB VBD DT NNS VBP JJ `` JJ . CD NN TO VB . HT","","3.5"
"i live for that pre-show feeling . if you're in mississauga you have 4 more chances to see tt.token @ utm !","PRP VBP IN DT NN VBG . IN PRP IN NNP PRP VBP CD RBR NNS TO VB HT IN NNP .","","2.0"
"before they go shopping , consumers go searching for the best deals tt.token saves you money on tt.token","IN PRP VBP NN , NNS VBP VBG IN DT JJS NNS HT VBZ PRP NN IN HT","","5.0"
"can you recommend anyone for this tt.token tt.token ? tt.token tt.token , ny tt.token url","MD PRP VBP NN IN DT HT HT . HT HT , NNP HT URL","","2.0"
"can you ask tt.token if i got this correct usr gr8 about him is he forces me back to basics usr","MD PRP VBP HT IN PRP VBD DT JJ USR JJ IN PRP VBZ PRP VBZ PRP RB TO NNS USR","","2.0"
"happy birthday ! usr tt.token tt.token tt.token","JJ NN . USR HT HT HT","","5.0"
"excited for the 4th tt.token usr featuring the drew struzan doc ! url","JJ IN DT JJ HT USR VBG DT NNP NNP NN . URL","","3.5"
"tune in the tt.token at 5 usr ? on tt.token usr usr what up doe ! url","NN IN DT HT IN CD USR . IN HT USR USR WP RP NN . URL","","3.5"
"5sos please notice us we are always left out tt.token tt.token usr 144 url","NNP UH VB PRP PRP VBP RB VBD RP HT HT USR CD URL","","2.0"
"thank you ! usr your music #inspires , tt.token , and fills our tt.token with tt.token usr tt.token","VB PRP . USR PRP$ NN VBZ , HT , CC VBZ PRP$ HT IN HT USR HT","","2.0"
"has clothes and more comics ! tt.token tt.token tt.token tt.token #funnies tt.token tt.token tt.token tt.token url","VBZ NNS CC RBR NNS . HT HT HT HT NNS HT HT HT HT URL","","5.0"
"bob hartley tt.token 2014/2015 coach of the year . he never quit nor should we . tt.token tt.token usr","NNP NNP HT CD NN IN DT NN . PRP RB VB CC MD PRP . HT HT USR","","3.5"
"how christchurch used the massive tt.token to return the city to its tt.token roots url","WRB NNP VBD DT JJ HT TO VB DT NN TO PRP HT NNS URL","","-1.5"
"tt.token tt.token conserving the floor burger usr tt.token tt.token","HT HT VBG DT NNP NNP USR HT HT","","3.5"
"tt.token polaroid by/of allan revich ( original photo by audrey ) tt.token tt.token","HT NNP IN NNP NNP -LRB- JJ NN IN NNP -RRB- HT HT","","3.5"
"tt.token magnitude 4.25 - 132.3 km from #spokane - tt.token url","HT NN CD : CD NN IN NNP : HT URL","","-5.0"
"`` usr : `` lady in blue `` - artwork by bao pham . tt.token tt.token tt.token","`` USR : `` NNP IN JJ `` : NNS IN NNP NNP . HT HT HT","","3.5"
"tt.token running from the scene ! tt.token tt.token tt.token tt.token tt.token tt.token tt.token tt.token","HT VBG IN DT NN . HT HT HT HT HT HT HT HT","","2.0"
"this friday and saturday tt.token tt.token url","DT NNP CC NNP HT HT URL","","2.0"
"who wants to grow up and become a pothole artist ? ! tt.token tt.token tt.token","WP VBZ TO VB RP CC VB DT NN NN . . HT HT HT","","-5.0"
"stories we tell ourselves . on exhibit until sept . 26th . work by susan furneaux usr tt.token","NNS PRP VBP PRP . IN NN IN NNP . CD . NN IN NNP NNP USR HT","","2.0"
"usr , i got your atles topgràfic ( esc . 1:100 000 ); absolutely fantastic . tt.token","USR , PRP VBD PRP$ NNP NNP -LRB- NNP . CD CD : RB JJ . HT","","3.5"
"i painted this up on my iphone using usr & submitted it to the tt.token contest usr tt.token tt.token","PRP VBD DT RP IN PRP$ NN VBG USR CC VBD PRP TO DT HT NN USR HT HT","","5.0"
"had a blast usr ! thanks tt.token ! tt.token tt.token tt.token tt.token url","VBD DT NN USR . UH HT . HT HT HT HT URL","","3.5"
"opening reception `` shifting practices : tt.token tt.token usr exhibition `` fri ., sept . 18 , 5 pm . free event !","NN NN `` VBG NNS : HT HT USR NN `` NNP : NNP . CD , CD NN . JJ NN .","","3.5"
"tt.token makes me anxious now .... switching to tea / / tt.token tt.token ( subsurface scattering ) te$† .. . ..","HT VBZ PRP JJ RB : VBG TO NN : : HT HT -LRB- JJ VBG -RRB- IN : . :","","3.5"
"we're only 5 days away ! vote for stitching up detroit . text art4 to 22333 tt.token tt.token tt.token tt.token","PRP RB CD NNS RB . NN IN VBG RP NNP . NN NN TO CD HT HT HT HT","","3.5"
"our tt.token are back ! ! tt.token tt.token tt.token tt.token","PRP$ HT VBP RB . . HT HT HT HT","","5.0"
"`` he confessed to jane .. how watching beautiful women smoke aroused him `` tt.token tt.token url","`` PRP VBD TO NNP : WRB VBG JJ NNS VBP VBN PRP `` HT HT URL","","0.0"
"express yourself with paint tt.token tt.token tt.token tt.token tt.token tt.token alison walton tt.token","NNP PRP IN NN HT HT HT HT HT HT NNP NNP HT","","3.5"
"their pizza though ! ! ! usr tt.token tt.token","PRP$ NN RB . . . USR HT HT","","2.0"
"second single released from , portable pulpit- tt.token ---> click url","JJ JJ VBN IN , JJ NN HT : NN URL","","-1.5"
"thank you usr usr usr for the hoodie ! tt.token tt.token tt.token","VB PRP USR USR USR IN DT NN . HT HT HT","","5.0"
"ghost pine , algonquin 2015 oil 16 x 12 in usr usr usr usr usr tt.token","NNP NNP , NNP CD NN CD EMO CD IN USR USR USR USR USR HT","x","3.5"
"art battle toronto launches season 7 ! on tuesday , september 22nd at the great hall ! tt.token tt.token tt.token","NNP NNP NNP VBZ NN CD . IN NNP , NNP CD IN NNP NNP NNP . HT HT HT","","3.5"
"? ? keep dreaming ? ? tt.token tt.token tt.token tt.token",". . VB VBG . . HT HT HT HT","","3.5"
"tt.token update tt.token usr it's done ! ! me & artist jason botkin tt.token tt.token url","HT NN HT USR PRP VBN . . PRP CC NNP NNP NNP HT HT URL","","2.0"
"the stamps win ! make some noise tt.token cheer them on tt.token usr tt.token tt.token","DT NNP VB . VB DT NN HT NN PRP IN HT USR HT HT","","2.0"
"bought a homeless guy my favouite candy : usr tt.token . felt like sharing some tt.token . think it worked","VBD DT JJ NN PRP$ NN NN : USR HT . VBD IN VBG DT HT . VBP PRP VBD","","5.0"
"compare smiley wild thing tt.token pose tt.token vs tt.token , by usr via usr tt.token tt.token tt.token","VB EMO JJ NN HT VB HT IN HT , IN USR IN USR HT HT HT",":)","5.0"
"yes , it's true . we're having a tt.token this tt.token .","UH , PRP JJ . PRP VBG DT HT DT HT .","","5.0"
"`` usr : `` the tower of babel `` , painted by pieter bruegel in 1563 . tt.token tt.token tt.token tt.token tt.token","`` USR : `` NNP NNP NNP NNP `` , VBD IN NNP NNP IN CD . HT HT HT HT HT","","2.0"
"face by giuliano bekor now at weiss katz gallery . tt.token tt.token tt.token url","NN IN NNP NNP RB IN NNP NNP NN . HT HT HT URL","","5.0"
"vanilla 3-wick pillar candle 6 `` x5 `` asian persuasion 3-wick holder plate tt.token url","NN CD NNP NNP CD `` NN `` NNP NNP CD NN NN HT URL","","3.5"
"come out tonight & support tt.token ? ? ? ?","VB RP NN CC VBP HT . . . .","","3.5"
"cool tt.token . usr exclsv gatorade unveils moving serena williams ad&mural in brooklyn url","JJ HT . USR NNP NNP VBZ VBG NNP NNP NN IN NNP URL","","3.5"
"the president's suite | bar area | tt.token tt.token tt.token | everick brown design","DT NNP NNP : NNP NNP : HT HT HT : VB JJ NN","","2.0"
"tt.token tt.token detroit artist rick vian produced this fantastic poster `` life without art is stupid `` . yes !","HT HT NNP NN NNP NNP VBD DT JJ NN `` NN IN NNP VBZ JJ `` . UH .","","5.0"
"something lace , for a tt.token and/or her tt.token ! ? ? ? ?","NN NN , IN DT HT CC PRP HT . . . . .","","3.5"
"tt.token alert : customer service associate | panera bread | tt.token , ny tt.token url","HT NN : NN NN NN : NNP NNP : HT , NNP HT URL","","3.5"
"few things i love more than a fresh rollout . tt.token","JJ NNS PRP VBP RBR IN DT JJ NN . HT","","3.5"
"eggsellent brainstorming session at the tt.token hq .","NNP VBG NN IN DT HT NN .","","2.0"
"getting ready for a tt.token for september ! today we will paint `` wheat fields `` by none other than van gogh !","VBG JJ IN DT HT IN NNP . NN PRP MD VB `` NN NN `` IN NN JJ IN NNP NNP .","","5.0"
"usr upcycled beer bottles into beer glasses in inglewood tt.token tt.token tt.token","USR JJ NN NNS IN NN NNS IN NNP HT HT HT","","5.0"
"? ? ? ? ? ? ? ? buy the ebook get a locket tt.token ? ? ? ? ? ? ? ? usr tt.token url url",". . . . . . . . VB DT NNP VB DT NN HT . . . . . . . . USR HT URL URL","","5.0"
"tonight is the night and we are so tt.token , and we want to see your tt.token ! tt.token usr","NN VBZ DT NN CC PRP VBP RB HT , CC PRP VBP TO VB PRP$ HT . HT USR","","3.5"
"sundays are for the dead . tt.token tt.token usr","NNP VBP IN DT JJ . HT HT USR","","-1.5"
"captured these majestic sunset colours tonight ? ? ? ? tt.token tt.token tt.token tt.token tt.token","VBD DT JJ NN NNS NN . . . . HT HT HT HT HT","","3.5"
"1914 goodbye to all that essays by ten leading writers exploring tt.token vs tt.token tt.token tt.token #reading","CD UH TO DT DT NNS IN CD VBG NNS VBG HT IN HT HT HT VBG","","3.5"
"best sign at tt.token ? ? usr","JJS NN IN HT . . USR","","2.0"
"`` usr : la lecture , 1932 by pablo picasso tt.token tt.token url","`` USR : NNP NNP , CD IN NNP NNP HT HT URL","","3.5"
"walk thru preservation park . off leash issues mostly . tt.token tt.token","VBP IN NNP NNP . RP NN NNS RB . HT HT","","3.5"
"a bonus #pinup of the day . tt.token tt.token","DT NN NN IN DT NN . HT HT","","5.0"
"new social media & digital marketing team - look out for more exciting updates ! tt.token tt.token tt.token","JJ NN NN CC NNP NNP NN : VB RP IN RBR JJ NNS . HT HT HT","","3.5"
"one of my favorite places to rock out and sing at the top of my lungs is my car . do you sing in your car ? tt.token","CD IN PRP$ JJ NNS TO VB RP CC VB IN DT NN IN PRP$ NNS VBZ PRP$ NN . VBP PRP VBP IN PRP$ NN . HT","","5.0"
"scientist by day , cocktail master by night usr usr usr usr tt.token tt.token","NN IN NN , NN NN IN NN USR USR USR USR HT HT","","-1.5"
"this for your eyes .. beautiful work . tt.token tt.token rt usr henley regatta oil painting","DT IN PRP$ NNS : JJ NN . HT HT RT USR NNP NNP NN NN","","5.0"
"the tables are set for this year's usr tt.token usr tt.token volunteering tt.token","DT NNS VBP VB IN DT NNS USR HT USR HT VBG HT","","5.0"
"from my tt.token `` life's a drag `` 2011 tt.token tt.token tt.token tt.token tt.token tt.token","IN PRP$ HT `` VBZ DT NN `` CD HT HT HT HT HT HT","","0.0"
"tt.token usr premieres tonight : tt.token season 6 seven weeks later ! url","HT USR VBZ NN : HT NN CD CD NNS RB . URL","","3.5"
"a discussion on tt.token to tt.token tt.token tt.token projects by tt.token","DT NN IN HT TO HT HT HT NNS IN HT","","0.0"
"follow us tt.token usr tt.token tt.token tt.token tt.token tt.token tt.token lyndsay uses tt.token tt.token","VB PRP HT USR HT HT HT HT HT HT NNP VBZ HT HT","","-1.5"
"`` usr : tt.token tt.token renoir sunset .. ? ? usr usr usr usr","`` USR : HT HT NNP NNP . . . USR USR USR USR","","5.0"
"serge dube's moody skies . tt.token tt.token tt.token","NNP VBZ JJ NNS . HT HT HT","","3.5"
"follow us tt.token usr tt.token tt.token tt.token tt.token tt.token tt.token url","VB PRP HT USR HT HT HT HT HT HT URL","","2.0"
"pics or it didn't happen ! make sure to snap a tt.token pic at our tt.token ? ?","NNS CC PRP VBD VB . VB JJ TO VB DT HT NN IN PRP$ HT . .","","5.0"
"new #owners for #slots at tt.token downs | peterborough examiner url","JJ NNS IN NNS IN HT NNP : NNP NNP URL","","2.0"
"just choked the ffa viscous tt.token","RB VBD DT NNP JJ HT","","2.0"
"two new gorgeous pieces of tt.token by tt.token on display in the gallery now . tt.token tt.token","CD JJ JJ NNS IN HT IN HT IN NN IN DT NN RB . HT HT","","5.0"
"usr usr ... tonight w/ usr ! tt.token","USR USR : NN IN USR . HT","","5.0"
"gg happy to be at the opening night show in montreal canada of madonna ! tt.token","NNP JJ TO VB IN DT NN NN NN IN NNP NNP IN NNP . HT","","3.5"
"tt.token tt.token by usr at tt.token . tt.token tt.token tt.token","HT HT IN USR IN HT . HT HT HT","","5.0"
"guess who had tt.token last night ! tt.token ! from my `` 642 things to draw `` sketchbook , inspiration : tt.token tt.token","VBP WP VBD HT JJ NN . HT . IN PRP$ `` CD NNS TO VB `` NN , NN : HT HT","","5.0"
"usr these are great ! do they come in `` hockey `` ? tt.token tt.token tt.token","USR DT VBP JJ . VBP PRP VBP IN `` NN `` . HT HT HT","","3.5"
"who's getting tt.token with us tonight ? text 613 882 2531 for guestlist and bottle service . tt.token","WP VBG HT IN PRP NN . NN CD CD CD IN NN CC NN NN . HT","","3.5"
"`` flirt `` @ crawford lounge 718 college st. tt.token tt.token usr tt.token tt.token tt.token","`` VB `` IN NNP NNP CD NNP NNP HT HT USR HT HT HT","","2.0"
"rt usr via usr garden bridge paint by eric wallis tt.token tt.token","RT USR IN USR NNP NNP NN IN NNP NNP HT HT","","2.0"
"montmorency metro station - down the ramp tt.token tt.token tt.token tt.token tt.token","NNP NNP NNP : RP DT NN HT HT HT HT HT","","5.0"
"eee flaunting my own design why not get on dis tt.token tt.token tt.token tt.token tt.token tt.token url","NNP VBG PRP$ JJ NN WRB RB VB IN DT HT HT HT HT HT HT URL","","5.0"
"tt.token i love ? ? . i don't care what anyone says . he's my baby , always will be . usr","HT PRP VBP . . . PRP VBP VB WP NN VBZ . PRP PRP$ NN , RB MD VB . USR","","3.5"
"your welcome guys tt.token","PRP$ JJ NNS HT","","3.5"
"either i've been watching too much tt.token , or tt.token has been messing with my #coffee again ...","PRP PRP VBN VBG RB RB HT , CC HT VBZ VBN VBG IN PRP$ NN RB :","","-1.5"
"usr thank you . expectations were through the roof . you delivered . tt.token tt.token","USR VB PRP . NNS VBD IN DT NN . PRP VBD . HT HT","","5.0"
"a nice day to view the sun ! tt.token at usr coming to an end for this week .","DT JJ NN TO VB DT NN . HT IN USR VBG TO DT NN IN DT NN .","","5.0"
"beautiful night for a walk on the #dartmouth waterfront tt.token tt.token tt.token","JJ NN IN DT NN IN DT NNP NN HT HT HT","","5.0"
"the intersection of art and twitter - new post on the flying trilobite blog tt.token tt.token url","DT NN IN NNP CC NNP : JJ NN IN NNP NNP NNP NN HT HT URL","","2.0"
"tt.token tt.token in stock url .","HT HT IN NN URL .","","2.0"
"loook what i gotttt usr tt.token","UH WP PRP VBD USR HT","","3.5"
"midday mood . tt.token tt.token tt.token tt.token tt.token tt.token","NN NN . HT HT HT HT HT HT","","2.0"
"`` usr : ernst ludwig tt.token ( 1880-1938 ) tt.token tt.token tt.token a presto ! smiley","`` USR : NNP NNP HT -LRB- CD -RRB- HT HT HT DT NN . EMO",":-)","2.0"
"`` unicorns `` — companies that have soared to a $1 billion valuation or higher , based on fundraising tt.token tt.token tt.token","`` NNP `` UH NNS IN VBP VBN TO DT CD NN NN CC JJR , VB IN NN HT HT HT","","3.5"
"welcome back spartans tt.token","VB RB NNP HT","","3.5"
"interested in a tt.token tt.token near tt.token , ny ? this could be a great fit : tt.token url","VBD IN DT HT HT IN HT , NNP . DT MD VB DT JJ NN : HT URL","","3.5"
"tt.token to announce i will presenting #feelers for usr nov . 13th-21st ! ! tt.token tt.token tt.token tt.token","HT TO VB PRP MD VBG NNS IN USR NNP . CD . . HT HT HT HT","","3.5"
"god damn tt.token","NNP UH HT","","2.0"
"find us tonight at arts , beats & eats serving up slices of our wood fired pizza tt.token tt.token tt.token , beats , eat","VB PRP NN IN NNS , VBZ CC VBZ VBG RP NNS IN PRP$ NN VBN NN HT HT HT , VBZ , VB","","5.0"
"only at the 7/11 . and yup , i bought it ! thanks rice , krispy and treat . tt.token tt.token","RB IN DT CD . CC UH , PRP VBD PRP . UH NNP , NNP CC VB . HT HT","","0.0"
"usr usr usr usr pics from #spartan stadium vs oregon ducks url","USR USR USR USR NNS IN NNP NNP IN NNP NNP URL","","5.0"
"gene in raincoat .... guess what's coming ? tt.token tt.token tt.token tt.token","NNP IN NN : VBP PRP VBG . HT HT HT HT","","0.0"
"slipped into champ flight again with partner roger huston tt.token tt.token","VBD IN NNP NN RB IN NN NNP NNP HT HT","","3.5"
"patrick ennis , featured artist in art battle 307 ! september 24th 6:30 pm @ knoxville's tavern tt.token tt.token","NNP NNP , VBD NN IN NNP NNP CD . NNP CD CD NNP IN NNP NNP HT HT","","3.5"
"taylor the traitor . tt.token usr","NNP DT NN . HT USR","","-5.0"
"moving out in one week and one day . so damn excited ! tt.token tt.token tt.token tt.token","VBG RP IN CD NN CC CD NN . RB RB JJ . HT HT HT HT","","3.5"
"i put two little pieces of art in the tt.token tt.token , though it seems to have become a book exchange .","PRP VBP CD JJ NNS IN NN IN DT HT HT , IN PRP VBZ TO VB VB DT NN NN .","","3.5"
"this is my jam : wdfn-am by wdfn usr ? tt.token tt.token url","DT VBZ PRP$ NN : NN IN NNP USR . HT HT URL","","3.5"
"the queen ? ? usr in my city tt.token for the #world premiere of tt.token . so excited usr","DT NNP . . USR IN PRP$ NN HT IN DT NN NN IN HT . RB JJ USR","","5.0"
"tt.token big red tt.token usr tt.token tt.token tt.token usr tt.token tt.token tt.token","HT NNP NNP HT USR HT HT HT USR HT HT HT","","5.0"
"we all have a role in raising the young men of this generation . tt.token tt.token","PRP DT VBP DT NN IN VBG DT JJ NN IN DT NN . HT HT","","3.5"
"usr day 3 panel highlights tt.token tt.token tt.token all fantastic !","USR NN CD NN NN HT HT HT DT JJ .","","5.0"
"tt.token ? usr will be interesting !","HT . USR MD VB JJ .","","5.0"
"did you know that montgomery's inn now has juried tt.token exhibitions ? until september 30 erasing demarcation . tt.token","VBD PRP VBP IN NNP NNP RB VBZ NN HT NNS . IN NNP CD VBG NN . HT","","2.0"
"pair your tt.token with your tt.token tt.token tt.token tt.token tt.token url","NN PRP$ HT IN PRP$ HT HT HT HT HT URL","","2.0"
"throw back to my 18th birthday party ? ? ? ? tt.token tt.token","VBP RB TO PRP$ JJ NN NN . . . . HT HT","","3.5"
"watching this tt.token artform fills my soul usr tt.token tt.token in tt.token","VBG DT HT NN VBZ PRP$ NN USR HT HT IN HT","","3.5"
"how do i not get tt.token tt.token ? ! ? ! ? tt.token","WRB VBP PRP RB VB HT HT . . . . . HT","","2.0"
"let's get this party started tt.token tt.token tt.token","VBP VB DT NN VBD HT HT HT","","5.0"
"last nights industry tt.token for tt.token ! ? ? tt.token tt.token tt.token tt.token tt.token usr","JJ NNS NN HT IN HT . . . HT HT HT HT HT USR","","2.0"
"wow o: here goes nothing i gues o.o tt.token tt.token tt.token","UH UH RB VBZ NN PRP VBP UH HT HT HT","","2.0"
"follow us tt.token usr tt.token tt.token tt.token tt.token tt.token tt.token url","VB PRP HT USR HT HT HT HT HT HT URL","","2.0"
"sneak peak ! our new tt.token tt.token material tt.token usr usr usr tt.token","VB NN . PRP$ JJ HT HT NN HT USR USR USR HT","","3.5"
"we're open today , 10-5pm . two new exhibitions and a well stocked shop tt.token tt.token","VBP JJ NN , CD . CD JJ NNS CC DT RB JJ NN HT HT","","3.5"
"sadly i would not buy usr again for my #kindergarten girl . destroyed worse than any shoes so far .","RB PRP MD RB VB USR RB IN PRP$ NN NN . VBD JJR IN DT NNS RB RB .","","-1.5"
